Hospital,admission_day,concurrent_admissions,signal
Medina PLC,2020-06-07,1,normal
Medina PLC,2021-11-30,2,normal
Medina PLC,2023-08-19,1,normal
"Medina Perez, Humphrey and",2019-07-10,1,normal
"Medina Shea Barrett, and",2024-01-28,1,normal
Medina Sons and,2021-08-22,2,normal
"Medina and Elliott Stewart,",2024-02-19,2,normal
"Medina, Brown Brown and",2022-02-02,1,normal
"Medina, Gill and Hansen",2021-05-12,1,normal
"Medina, Henderson and Henry",2020-02-04,1,normal
"Medina, Mcdaniel Baker and",2020-10-04,1,normal
"Medina, Mcmahon Cox and",2023-09-05,1,normal
"Medina, Wilkerson Smith and",2021-06-24,1,normal
"Medina, Wright and Shaffer",2020-04-06,1,normal
"Medina, and Allen Wilkins",2020-03-01,2,normal
"Medina, and Forbes Arnold",2023-03-29,1,normal
Medina-Austin,2020-01-25,1,normal
Medina-Bailey,2020-07-06,1,normal
Medina-Bean,2023-09-29,1,normal
Medina-Bennett,2021-09-20,1,normal
Medina-Caldwell,2022-09-14,1,normal
Medina-Campos,2024-02-20,1,normal
Medina-Cardenas,2022-03-20,1,normal
Medina-Ellis,2022-09-16,1,normal
Medina-Fitzgerald,2019-11-21,1,normal
Medina-Hubbard,2020-04-17,1,normal
Medina-Johnson,2020-11-14,1,normal
Medina-Mcbride,2021-12-26,1,normal
Medina-Murray,2024-03-13,1,normal
Medina-Nguyen,2022-01-01,1,normal
Medina-Palmer,2021-12-12,2,normal
Medina-Reyes,2021-02-20,1,normal
Medina-Roman,2024-03-09,1,normal
Medina-Sanchez,2021-10-13,1,normal
Medina-Soto,2023-08-01,1,normal
Medina-Travis,2023-07-15,1,normal
Medina-Turner,2021-10-10,1,normal
Medina-Turner,2021-10-17,1,normal
Medina-Williams,2022-09-18,1,normal
"Mejia Austin, and Davis",2020-05-26,1,normal
Mejia Group,2023-08-23,2,normal
Mejia Group,2023-12-29,1,normal
"Mejia Hill, and Poole",2022-08-30,1,normal
Mejia Inc,2022-11-10,1,normal
Mejia PLC,2021-07-29,1,normal
Mejia PLC,2024-01-04,1,normal
"Mejia Patrick Anderson, and",2021-11-04,1,normal
"Mejia Patrick, Shepherd and",2021-11-21,1,normal
"Mejia Travis and Rose,",2023-04-18,2,normal
"Mejia and Smith, Lopez",2019-11-17,1,normal
"Mejia, and Osborn Price",2021-09-30,1,normal
Mejia-Beard,2020-12-04,1,normal
Mejia-Buck,2022-11-29,2,normal
Mejia-Green,2022-08-03,1,normal
Mejia-Haney,2022-06-04,1,normal
Mejia-Hayes,2023-12-26,1,normal
Mejia-Hill,2020-08-27,1,normal
Mejia-Holt,2023-02-14,1,normal
Mejia-Jackson,2020-11-22,2,normal
Mejia-Owens,2020-05-14,1,normal
Mejia-Stevens,2019-12-04,1,normal
Mejia-Williams,2020-01-20,2,normal
Melendez LLC,2020-12-06,2,normal
"Melendez and Bell Davis,",2022-09-04,1,normal
"Melendez and Cook, Harris",2023-10-16,1,normal
"Melendez and Gray Williams,",2019-06-12,1,normal
"Melendez, Chandler and Campbell",2023-08-25,1,normal
"Melendez, and Johnson Allen",2021-11-04,1,normal
Melendez-Garcia,2020-11-19,2,normal
Melendez-Lewis,2023-07-20,1,normal
Melendez-Meyers,2019-09-15,1,normal
Melendez-Osborne,2022-06-10,1,normal
Melendez-Williams,2024-02-14,1,normal
Melton Group,2023-03-14,1,normal
Melton Inc,2022-12-19,1,normal
Melton Ltd,2022-11-01,1,normal
Melton PLC,2022-01-26,1,normal
"Melton Rogers, and Lopez",2022-03-27,1,normal
"Melton Savage, and Dorsey",2020-01-04,1,normal
Melton Sons and,2020-08-22,1,normal
"Melton and Parker, Stewart",2024-01-30,1,normal
"Melton and Proctor Moses,",2023-06-15,1,normal
"Melton and Thomas Castaneda,",2021-01-27,1,normal
"Melton, Patton and Valdez",2019-10-08,1,normal
Melton-Casey,2023-06-29,1,normal
Melton-Evans,2023-04-29,1,normal
Melton-Fry,2020-12-21,1,normal
Melton-Petty,2019-12-22,1,normal
Melton-Robinson,2020-06-16,1,normal
Melton-Sawyer,2020-06-21,1,normal
Mendez Inc,2023-06-23,2,normal
"Mendez Jackson, and Brown",2023-04-28,1,normal
"Mendez Jacobs Herrera, and",2023-03-25,1,normal
Mendez LLC,2019-09-25,1,normal
Mendez Ltd,2020-06-09,1,normal
Mendez Ltd,2021-03-16,1,normal
"Mendez Mack, Zhang and",2023-09-17,1,normal
Mendez PLC,2022-03-19,1,normal
"Mendez Sanchez, Herrera and",2019-08-24,1,normal
"Mendez Walker, and Richards",2023-12-25,1,normal
"Mendez and Clay, Smith",2019-09-18,1,normal
"Mendez and Frank Rosario,",2022-09-18,1,normal
"Mendez and Rodriguez Thomas,",2021-02-12,1,normal
"Mendez, Ayala and Rivera",2020-03-08,1,normal
"Mendez, Mcdonald and Wilson",2021-02-17,1,normal
"Mendez, Mitchell and Bradley",2023-08-22,1,normal
"Mendez, Pierce and Fox",2023-01-13,1,normal
"Mendez, Rodriguez and Smith",2020-12-16,2,normal
"Mendez, Roth Patel and",2020-01-11,2,normal
"Mendez, and Russell Hayes",2020-02-04,1,normal
"Mendez, and Smith Munoz",2022-07-05,1,normal
Mendez-Barker,2022-05-21,1,normal
Mendez-Brooks,2020-06-23,1,normal
Mendez-Castillo,2023-11-04,1,normal
Mendez-Davis,2022-04-25,1,normal
Mendez-Ferguson,2020-08-22,1,normal
Mendez-Garcia,2021-12-13,1,normal
Mendez-Hughes,2019-06-09,1,normal
Mendez-Jenkins,2024-02-03,2,normal
Mendez-Lin,2023-01-24,1,normal
Mendez-Mcclure,2024-05-05,1,normal
Mendez-Montoya,2022-05-30,2,normal
Mendez-Nguyen,2022-03-11,1,normal
Mendez-Ramirez,2023-01-11,1,normal
Mendez-Robinson,2022-03-20,1,normal
Mendez-Rodriguez,2019-11-18,1,normal
Mendez-Rodriguez,2022-09-22,1,normal
Mendez-Rodriguez,2024-01-07,1,normal
Mendez-Shelton,2023-11-03,1,normal
Mendez-Sherman,2019-05-11,1,normal
Mendez-Turner,2023-01-12,1,normal
Mendez-Walton,2022-10-31,1,normal
Mendez-Wilkerson,2022-04-23,1,normal
Mendez-Wilson,2020-05-08,1,normal
"Mendoza Davis Miller, and",2023-08-13,1,normal
"Mendoza Foley Williams, and",2021-07-21,1,normal
Mendoza Group,2021-02-11,1,normal
Mendoza Group,2022-06-09,1,normal
Mendoza Group,2023-10-15,2,normal
"Mendoza Jennings, and Petersen",2019-10-23,1,normal
"Mendoza Jordan Freeman, and",2023-11-20,1,normal
Mendoza LLC,2020-10-20,1,normal
Mendoza LLC,2021-07-07,1,normal
Mendoza LLC,2023-12-23,1,normal
Mendoza Ltd,2019-08-03,1,normal
Mendoza Ltd,2020-06-28,1,normal
Mendoza Ltd,2023-11-28,1,normal
Mendoza Ltd,2024-05-02,1,normal
"Mendoza May, and Harris",2024-01-26,1,normal
"Mendoza Nguyen Lopez, and",2023-11-29,1,normal
"Mendoza Pope, and Yang",2019-08-11,1,normal
"Mendoza Reyes, Stevens and",2021-06-21,1,normal
"Mendoza Sanders, and Pruitt",2019-07-19,1,normal
Mendoza Sons and,2023-08-06,1,normal
"Mendoza Williams, and Gonzales",2023-08-08,1,normal
"Mendoza and Carey Martinez,",2022-06-16,1,normal
"Mendoza and Mckinney, Bruce",2020-06-30,1,normal
"Mendoza and Moreno Page,",2020-02-15,1,normal
"Mendoza and Orr Francis,",2022-07-29,1,normal
Mendoza and Sons,2021-08-04,2,normal
"Mendoza, Gallegos Mason and",2022-12-31,1,normal
"Mendoza, Hammond and Ray",2021-11-05,1,normal
"Mendoza, Martinez Lopez and",2023-09-24,1,normal
"Mendoza, Meyer and Massey",2024-05-01,2,normal
"Mendoza, Moore and Rich",2021-12-30,1,normal
"Mendoza, Smith Montgomery and",2022-09-04,2,normal
"Mendoza, Thomas Choi and",2022-08-20,1,normal
"Mendoza, White and Hernandez",2020-12-24,1,normal
"Mendoza, and Alvarado Potter",2020-08-24,2,normal
Mendoza-Burton,2021-06-17,2,normal
Mendoza-Cain,2022-11-30,1,normal
Mendoza-Cameron,2023-08-17,1,normal
Mendoza-Carter,2024-05-05,1,normal
Mendoza-Chen,2022-10-25,1,normal
Mendoza-Dougherty,2024-02-13,1,normal
Mendoza-Ewing,2022-12-06,1,normal
Mendoza-Howe,2019-07-14,1,normal
Mendoza-Kennedy,2023-09-06,1,normal
Mendoza-Lee,2021-09-28,1,normal
Mendoza-Lester,2023-02-13,1,normal
Mendoza-Lewis,2024-03-27,1,normal
Mendoza-Lyons,2023-10-21,1,normal
Mendoza-Martinez,2023-04-03,1,normal
Mendoza-Mendez,2022-01-06,1,normal
Mendoza-Morrison,2020-04-19,2,normal
Mendoza-Ray,2020-12-31,1,normal
Mendoza-Rivera,2019-07-26,1,normal
Mendoza-Taylor,2024-04-02,1,normal
Mendoza-Wilson,2023-06-07,1,normal
Mendoza-Woods,2023-07-04,2,normal
"Mercado Hernandez, Fleming and",2022-12-24,1,normal
"Mercado Phillips Nelson, and",2019-10-29,1,normal
"Mercado Robertson, Farmer and",2022-05-27,1,normal
Mercado-Boyle,2020-08-24,1,normal
Mercado-Brown,2020-01-19,1,normal
Mercado-Contreras,2022-09-14,1,normal
Mercado-Cummings,2022-03-18,1,normal
Mercado-Duran,2021-11-26,1,normal
Mercado-Nguyen,2022-09-03,2,normal
Mercado-Paul,2021-01-15,1,normal
Mercado-Woods,2021-01-15,1,normal
"Mercer Baker, Floyd and",2020-08-10,1,normal
"Mercer Sanchez Ward, and",2022-08-01,1,normal
"Mercer Wilson and Wilson,",2023-11-21,1,normal
"Mercer, Cowan and Munoz",2023-04-16,1,normal
"Mercer, Young Thompson and",2023-10-01,1,normal
Mercer-Booker,2023-09-01,1,normal
Mercer-Carr,2021-07-29,1,normal
Mercer-Garcia,2021-04-30,1,normal
Mercer-Jenkins,2023-04-04,1,normal
Mercer-Johnson,2022-03-31,1,normal
Mercer-Kidd,2022-08-04,1,normal
Mercer-Powers,2019-12-04,1,normal
Mercer-Rogers,2020-05-26,1,normal
"Merritt Estrada, and Turner",2022-04-06,1,normal
"Merritt Frazier, and Mullins",2019-06-04,2,normal
Merritt Inc,2020-05-17,1,normal
Merritt Inc,2023-03-28,1,normal
"Merritt Lewis, Shaffer and",2021-02-22,1,normal
Merritt Ltd,2024-02-04,1,normal
"Merritt Shaw, and Mosley",2020-09-04,1,normal
"Merritt, Lopez and Jones",2023-07-09,2,normal
"Merritt, Morgan and Hughes",2023-08-29,1,normal
"Merritt, and Young King",2022-12-19,2,normal
Merritt-Gray,2020-09-12,1,normal
Merritt-Woods,2024-03-30,1,normal
"Meyer Atkins, Lewis and",2022-04-03,1,normal
"Meyer Bishop and Wallace,",2019-09-21,1,normal
"Meyer Brown Hall, and",2021-08-01,1,normal
Meyer Group,2019-10-12,1,normal
Meyer Group,2020-03-22,1,normal
Meyer Group,2022-06-29,1,normal
Meyer Group,2023-04-02,1,normal
Meyer Group,2024-02-13,1,normal
"Meyer Harris, and White",2020-08-21,1,normal
"Meyer Hunter, Sanchez and",2020-11-09,1,normal
Meyer Inc,2024-02-19,1,normal
"Meyer James, and Morgan",2023-11-11,1,normal
"Meyer Jones, and Martinez",2020-06-25,1,normal
"Meyer Keller, Bartlett and",2019-12-19,1,normal
Meyer Ltd,2020-05-16,2,normal
Meyer Ltd,2021-03-01,1,normal
Meyer Ltd,2023-04-02,2,normal
Meyer PLC,2022-01-19,1,normal
"Meyer Pierce, and Lindsey",2023-03-05,1,normal
"Meyer Wright and Henderson,",2021-06-13,1,normal
"Meyer and Barton Luna,",2021-05-18,1,normal
"Meyer and Kaufman, Baldwin",2019-11-05,1,normal
"Meyer and Woods Jackson,",2023-08-12,1,normal
"Meyer, Morris Barber and",2019-09-06,1,normal
"Meyer, Sosa Patel and",2019-06-09,1,normal
"Meyer, and Martinez Russo",2020-09-19,1,normal
Meyer-Cervantes,2021-09-22,1,normal
Meyer-Goodwin,2024-02-12,1,normal
Meyer-Greer,2021-01-14,1,normal
Meyer-Harrison,2020-08-18,1,normal
Meyer-Hill,2021-11-30,1,normal
Meyer-Horn,2020-01-29,1,normal
Meyer-Mcdaniel,2020-04-19,1,normal
Meyer-Mitchell,2020-04-07,1,normal
Meyer-Ramirez,2021-06-12,2,normal
Meyer-Sanders,2023-08-31,1,normal
Meyer-Scott,2023-09-21,1,normal
Meyers Group,2019-11-29,1,normal
Meyers Group,2020-01-10,1,normal
"Meyers Harris Sanchez, and",2023-08-13,1,normal
Meyers Inc,2021-12-07,1,normal
Meyers LLC,2019-12-21,1,normal
Meyers Ltd,2020-12-21,2,normal
Meyers Ltd,2023-12-23,1,normal
"Meyers Thompson Santiago, and",2023-11-05,1,normal
"Meyers Wells and Carrillo,",2020-02-14,1,normal
"Meyers and Bowman Hill,",2023-09-21,1,normal
"Meyers and Francis, Wright",2022-12-14,1,normal
"Meyers, Reed and Daniels",2021-06-19,1,normal
Meyers-Cardenas,2024-01-11,1,normal
Meyers-Cole,2021-02-16,1,normal
Meyers-Hicks,2023-06-11,1,normal
Meyers-Holden,2023-07-22,1,normal
Meyers-Jenkins,2020-11-16,1,normal
Meyers-Moore,2019-06-04,1,normal
Meyers-Murray,2023-04-23,1,normal
Meyers-Norton,2021-03-11,1,normal
Meyers-Phillips,2021-09-26,1,normal
Meyers-Taylor,2023-01-18,1,normal
Meyers-Wilson,2019-06-14,1,normal
Meza Group,2020-09-02,2,normal
Meza Inc,2020-02-18,1,normal
Meza LLC,2023-11-08,1,normal
"Meza, Smith and Gardner",2020-07-06,1,normal
Meza-Cobb,2021-03-15,1,normal
Meza-Flores,2021-08-01,1,normal
Meza-Hamilton,2020-11-14,1,normal
Meza-Hamilton,2022-10-01,1,normal
Meza-Harvey,2021-08-25,1,normal
Meza-Martin,2019-09-01,1,normal
Meza-Nelson,2023-06-22,1,normal
Meza-Perkins,2020-06-11,1,normal
Meza-Petty,2023-06-24,1,normal
Meza-Thomas,2020-03-05,1,normal
Meza-Wright,2021-08-08,2,normal
"Michael Robinson, and Sosa",2021-09-20,1,normal
"Michael and Evans, Elliott",2019-08-12,1,normal
"Michael, Carter Nguyen and",2024-02-05,1,normal
"Michael, Walker and Olsen",2019-11-18,1,normal
"Michael, and Stone Brown",2023-05-03,1,normal
Michael-Alexander,2024-05-06,1,normal
Michael-Collins,2023-01-16,2,normal
Michael-Hernandez,2024-02-11,1,normal
Michael-Hines,2023-03-16,1,normal
Michael-Jenkins,2019-11-10,1,normal
Michael-Mcmahon,2020-06-26,1,normal
Michael-Mendoza,2023-06-28,1,normal
Middleton Group,2021-03-24,1,normal
Middleton Group,2023-07-07,1,normal
"Middleton Hayes and Richards,",2022-06-12,2,normal
"Middleton Reed and Owens,",2024-02-03,1,normal
"Middleton, Morris and Hansen",2019-06-19,1,normal
"Middleton, Watts Robinson and",2022-08-12,1,normal
Middleton-Allen,2023-09-30,1,normal
Middleton-Hill,2023-03-01,1,normal
Middleton-Jackson,2021-07-24,1,normal
Middleton-Martinez,2019-10-21,1,normal
Middleton-Miles,2022-06-12,1,normal
Middleton-Mullen,2023-06-27,1,normal
Middleton-Peterson,2019-07-30,1,normal
Middleton-Ward,2022-08-23,1,normal
"Miles Berry, Gutierrez and",2019-09-13,1,normal
"Miles Carter Tate, and",2023-08-14,1,normal
Miles Group,2024-01-08,1,normal
"Miles Knight Riley, and",2019-07-11,1,normal
Miles LLC,2019-07-19,2,normal
Miles PLC,2021-06-09,1,normal
"Miles Torres, Jefferson and",2021-09-17,1,normal
"Miles Williams Kaufman, and",2023-06-22,1,normal
"Miles Williamson White, and",2022-05-08,1,normal
"Miles and Cummings, Travis",2023-12-12,1,normal
"Miles and Wood Livingston,",2020-08-12,1,normal
"Miles, Horton Hall and",2023-10-04,1,normal
"Miles, Perkins and White",2023-02-07,1,normal
"Miles, Schroeder Lopez and",2023-04-20,1,normal
"Miles, and Johnson Johnson",2020-11-12,1,normal
"Miles, and Weaver Hudson",2022-01-09,1,normal
Miles-Arias,2024-03-16,1,normal
Miles-Buck,2022-06-30,1,normal
Miles-Cannon,2020-03-02,1,normal
Miles-Jackson,2019-11-06,1,normal
Miles-Lee,2020-08-31,1,normal
Miles-Melendez,2020-11-19,1,normal
Miles-Meyer,2022-03-19,1,normal
Miles-Sanchez,2021-12-15,1,normal
Miles-Smith,2021-12-19,1,normal
"Miller Adams, Stokes and",2020-11-20,1,normal
"Miller Avila, and Rodriguez",2021-05-07,1,normal
"Miller Bailey, Bryant and",2024-04-25,1,normal
"Miller Bailey, and Anderson",2023-02-04,1,normal
"Miller Barnett Everett, and",2020-07-05,1,normal
"Miller Bauer Thomas, and",2022-01-20,1,normal
"Miller Bell, Owen and",2021-08-06,1,normal
"Miller Blair, and Williams",2023-05-21,1,normal
"Miller Blake Davis, and",2021-03-12,1,normal
"Miller Bowman, and Bradford",2023-05-16,1,normal
"Miller Burns Miller, and",2021-05-09,1,normal
"Miller Burns Myers, and",2024-03-13,1,normal
"Miller Castillo Vasquez, and",2021-11-14,2,normal
"Miller Chen, Dean and",2022-10-28,1,normal
"Miller Clark Massey, and",2024-03-31,1,normal
"Miller Clay, Hart and",2020-03-10,1,normal
"Miller Conway and Cooper,",2023-05-06,1,normal
"Miller Cortez Nguyen, and",2019-12-08,1,normal
"Miller Cross, and Bailey",2023-09-12,1,normal
"Miller Dean, and Mcclure",2022-05-26,1,normal
"Miller Delgado and Williams,",2023-06-22,1,normal
"Miller Duarte, Rhodes and",2020-03-12,2,normal
"Miller English Brady, and",2022-09-18,1,normal
"Miller Evans, Gonzalez and",2024-02-03,1,normal
"Miller Freeman and Patrick,",2022-07-23,1,normal
"Miller Green Calderon, and",2019-07-06,1,normal
Miller Group,2019-08-19,2,normal
Miller Group,2019-10-15,1,normal
Miller Group,2019-10-26,1,normal
Miller Group,2020-01-05,1,normal
Miller Group,2020-07-07,1,normal
Miller Group,2022-09-04,1,normal
Miller Group,2022-09-14,1,normal
Miller Group,2023-02-08,1,normal
Miller Group,2023-04-23,1,normal
Miller Group,2023-08-30,2,normal
Miller Group,2023-09-29,1,normal
Miller Group,2023-10-21,1,normal
"Miller Hall Clark, and",2023-09-19,1,normal
"Miller Hanson, and Burns",2023-01-06,1,normal
"Miller Hartman, Flores and",2023-03-31,1,normal
"Miller Haynes and Berger,",2021-01-31,1,normal
"Miller Hogan, and Wilson",2023-01-10,1,normal
"Miller Hudson, Taylor and",2020-11-29,1,normal
Miller Inc,2019-09-20,1,normal
Miller Inc,2019-12-27,2,normal
Miller Inc,2020-04-03,1,normal
Miller Inc,2020-06-10,1,normal
Miller Inc,2020-06-13,1,normal
Miller Inc,2020-07-03,1,normal
Miller Inc,2020-07-26,1,normal
Miller Inc,2020-09-15,2,normal
Miller Inc,2021-04-10,1,normal
Miller Inc,2021-10-31,2,normal
Miller Inc,2022-02-24,1,normal
Miller Inc,2022-03-02,1,normal
Miller Inc,2022-06-12,1,normal
Miller Inc,2022-10-11,1,normal
Miller Inc,2023-06-06,1,normal
Miller Inc,2023-08-06,1,normal
Miller Inc,2023-10-08,1,normal
Miller Inc,2023-11-23,1,normal
Miller Inc,2024-03-19,1,normal
"Miller Jackson, and Brown",2021-12-05,2,normal
"Miller Kelly Barnes, and",2019-11-07,1,normal
"Miller Kemp and Cross,",2019-10-26,2,normal
Miller LLC,2019-07-18,1,normal
Miller LLC,2019-12-31,1,normal
Miller LLC,2020-01-10,2,normal
Miller LLC,2021-01-04,1,normal
Miller LLC,2021-05-03,1,normal
Miller LLC,2021-08-31,1,normal
Miller LLC,2021-10-20,1,normal
Miller LLC,2022-01-15,1,normal
Miller LLC,2022-05-10,1,normal
Miller LLC,2022-07-19,1,normal
Miller LLC,2022-12-18,1,normal
Miller LLC,2023-01-03,1,normal
Miller LLC,2024-01-02,1,normal
Miller LLC,2024-02-06,1,normal
Miller LLC,2024-02-17,1,normal
Miller LLC,2024-04-18,1,normal
Miller Ltd,2019-06-21,1,normal
Miller Ltd,2020-05-14,1,normal
Miller Ltd,2020-06-10,1,normal
Miller Ltd,2020-08-11,1,normal
Miller Ltd,2020-11-27,1,normal
Miller Ltd,2021-01-26,1,normal
Miller Ltd,2021-03-02,2,normal
Miller Ltd,2021-05-08,1,normal
Miller Ltd,2022-02-04,1,normal
Miller Ltd,2022-08-01,1,normal
Miller Ltd,2022-11-05,1,normal
Miller Ltd,2022-12-25,1,normal
Miller Ltd,2023-06-13,1,normal
Miller Ltd,2023-06-28,1,normal
Miller Ltd,2023-08-25,1,normal
Miller Ltd,2023-09-06,1,normal
Miller Ltd,2024-05-06,1,normal
"Miller Massey Lopez, and",2023-07-20,1,normal
"Miller Mcclain, Lamb and",2022-08-16,1,normal
"Miller Miller Santos, and",2019-12-19,1,normal
"Miller Miller and Freeman,",2021-04-25,1,normal
"Miller Montgomery Allen, and",2021-07-22,1,normal
"Miller Moore Tran, and",2019-10-06,1,normal
"Miller Morris, and Zamora",2022-07-01,1,normal
"Miller Nguyen, Harris and",2022-07-11,1,normal
"Miller Olson, and Collins",2024-04-20,1,normal
Miller PLC,2019-07-25,1,normal
Miller PLC,2019-09-30,1,normal
Miller PLC,2019-11-14,1,normal
Miller PLC,2019-11-30,1,normal
Miller PLC,2020-07-10,1,normal
Miller PLC,2020-08-02,2,normal
Miller PLC,2020-09-29,1,normal
Miller PLC,2021-08-12,2,normal
Miller PLC,2022-01-02,1,normal
Miller PLC,2022-04-10,1,normal
Miller PLC,2022-05-16,1,normal
Miller PLC,2022-11-30,1,normal
Miller PLC,2023-01-13,1,normal
Miller PLC,2023-04-23,1,normal
Miller PLC,2023-08-02,1,normal
Miller PLC,2023-12-07,1,normal
Miller PLC,2024-03-15,1,normal
"Miller Page, Cole and",2019-09-13,1,normal
"Miller Perry and Simon,",2020-09-28,1,normal
"Miller Ramirez and King,",2022-06-15,1,normal
"Miller Ramirez, and Howard",2020-07-03,2,normal
"Miller Reid Davis, and",2023-01-28,1,normal
"Miller Reyes, and Pugh",2019-05-30,1,normal
"Miller Rivera, and Miller",2023-11-17,1,normal
"Miller Rodriguez, and Lee",2023-08-09,1,normal
"Miller Santana and Kennedy,",2022-12-08,1,normal
"Miller Smith, and Anderson",2020-06-18,1,normal
Miller Sons and,2019-05-13,1,normal
Miller Sons and,2022-12-15,1,normal
"Miller Spencer Phillips, and",2021-09-30,1,normal
"Miller Stout and Owens,",2022-07-19,1,normal
"Miller Sullivan, Cooper and",2023-11-07,1,normal
"Miller Tapia Moody, and",2020-06-07,1,normal
"Miller Taylor and Davis,",2022-03-30,1,normal
"Miller Thomas, and Baker",2022-12-13,1,normal
"Miller Turner, West and",2020-10-15,1,normal
"Miller Valdez, and Howard",2020-10-14,1,normal
"Miller Wang Sanders, and",2020-09-08,1,normal
"Miller Weeks, Webster and",2023-05-15,1,normal
"Miller and Bailey Sullivan,",2022-06-06,1,normal
"Miller and Barber Garcia,",2021-10-09,1,normal
"Miller and Beltran Edwards,",2020-12-30,1,normal
"Miller and Brown Hurst,",2024-02-28,1,normal
"Miller and Bullock Leonard,",2023-09-20,2,normal
"Miller and Davis Brown,",2020-09-02,1,normal
"Miller and Fernandez, Daugherty",2023-09-11,1,normal
"Miller and Gibson, Martinez",2022-08-09,1,normal
"Miller and Glover, Gonzalez",2023-03-06,1,normal
"Miller and Gomez, Gross",2020-07-21,1,normal
"Miller and Greene, Patel",2021-05-07,1,normal
"Miller and Herrera, Howell",2020-07-31,1,normal
"Miller and Hill Smith,",2022-03-09,1,normal
"Miller and Huang Stevenson,",2019-08-28,1,normal
"Miller and Jenkins, Mcintyre",2021-07-30,1,normal
"Miller and Jensen, Turner",2019-07-06,1,normal
"Miller and Little Gray,",2020-06-24,1,normal
"Miller and Mendoza Lopez,",2021-02-21,1,normal
"Miller and Mueller Hernandez,",2021-07-21,1,normal
"Miller and Oconnor Spencer,",2021-11-14,1,normal
"Miller and Perez Wood,",2020-01-20,2,normal
"Miller and Ramirez, Allen",2019-11-26,1,normal
"Miller and Ray Martinez,",2020-03-22,1,normal
"Miller and Reynolds, Paul",2021-07-05,1,normal
"Miller and Riley, Gillespie",2019-06-06,1,normal
"Miller and Shepard, Zuniga",2024-02-07,1,normal
"Miller and Singleton Phelps,",2023-06-28,1,normal
Miller and Sons,2020-02-12,1,normal
Miller and Sons,2022-07-18,1,normal
Miller and Sons,2022-07-20,1,normal
Miller and Sons,2023-01-29,1,normal
"Miller and Tapia White,",2024-03-07,2,normal
"Miller and Tate, Rubio",2022-11-26,1,normal
"Miller and Thompson, Diaz",2020-09-28,1,normal
"Miller and Tucker, Byrd",2020-05-30,2,normal
"Miller and Williams Rivera,",2021-11-15,1,normal
"Miller and Williams, Fowler",2021-07-03,2,normal
"Miller and Williams, Pierce",2020-11-11,1,normal
"Miller and Wright Ellis,",2023-03-22,1,normal
"Miller, Bell and Knapp",2021-12-31,2,normal
"Miller, Braun and Cruz",2020-05-26,1,normal
"Miller, Cook and Delgado",2021-10-31,1,normal
"Miller, Foster and Evans",2024-05-05,1,normal
"Miller, Gibson and Palmer",2021-10-29,1,normal
"Miller, Gonzalez and Miranda",2020-08-07,2,normal
"Miller, Green Barnes and",2022-09-24,1,normal
"Miller, Griffith and Anderson",2020-01-16,1,normal
"Miller, Haney and Park",2021-12-21,1,normal
"Miller, Lang and Reed",2020-08-25,1,normal
"Miller, Lee Jones and",2019-12-19,1,normal
"Miller, Leonard Johnson and",2022-09-11,1,normal
"Miller, Martinez and Mueller",2023-06-07,1,normal
"Miller, Mays and Riggs",2022-10-05,1,normal
"Miller, Miller and Cole",2022-02-03,1,normal
"Miller, Miller and Reynolds",2022-09-22,2,normal
"Miller, Moon Boyd and",2021-09-12,1,normal
"Miller, Moore and Casey",2021-02-20,2,normal
"Miller, Nicholson Ortega and",2022-01-12,1,normal
"Miller, Oneal Best and",2020-12-03,1,normal
"Miller, Pena Walker and",2021-02-04,1,normal
"Miller, Peters and Grant",2021-12-04,1,normal
"Miller, Reynolds Jennings and",2020-01-14,1,normal
"Miller, Richardson and Craig",2019-08-05,2,normal
"Miller, Robertson Mckay and",2024-01-22,2,normal
"Miller, Rodriguez and Robinson",2023-05-08,2,normal
"Miller, Simmons and Holland",2022-06-29,1,normal
"Miller, Smith Whitaker and",2020-10-26,2,normal
